product_id,product_name,category,brand,price,avg_rating,num_ratings,stock_quantity,discount_pct,is_featured,weight_kg
P0582,SoundWave Sports #582,Sports,SoundWave,141.74,5.0,254,643,0,0,0.72
P0583,NovaTech Sports #583,Sports,NovaTech,90.3,3.3,75,546,0,0,1.24
P0584,HomeEssentials Food & Grocery #584,Food & Grocery,HomeEssentials,10.23,4.6,15,933,25,0,0.32
P0585,PetLife Electronics #585,Electronics,PetLife,275.42,3.2,100,345,0,0,0.28
P0586,HomeEssentials Electronics #586,Electronics,HomeEssentials,370.45,4.7,431,498,0,0,0.47
P0587,GlowUp Software #587,Software,GlowUp,22.16,4.0,232,431,0,0,0.63
P0588,TechPro Software #588,Software,TechPro,30.36,4.0,171,329,0,0,0.69
P0589,DigiTools Office Supplies #589,Office Supplies,DigiTools,31.86,3.0,159,644,0,0,0.13
P0590,SoundWave Clothing #590,Clothing,SoundWave,21.55,3.8,463,59,0,0,0.65
P0591,ShineOn Jewelry #591,Jewelry,ShineOn,93.29,3.4,320,637,0,1,0.27
P0592,NovaTech Jewelry #592,Jewelry,NovaTech,129.37,3.3,488,836,0,0,1.07
P0593,NovaTech Toys #593,Toys,NovaTech,29.36,4.9,232,211,0,0,0.28
P0594,WellBeing Clothing #594,Clothing,WellBeing,42.93,5.0,372,239,50,0,1.38
P0595,ClassicCo Software #595,Software,ClassicCo,99.46,3.4,10,809,0,0,0.84
P0596,StyleMax Music #596,Music,StyleMax,27.32,4.1,340,295,30,0,4.14
P0597,ShineOn Toys #597,Toys,ShineOn,75.32,4.8,374,829,0,0,1.33
P0598,EcoLiving Toys #598,Toys,EcoLiving,14.28,3.3,439,627,0,0,0.82
P0599,ShineOn Beauty #599,Beauty,ShineOn,23.06,3.1,176,981,0,0,0.95
P0600,FreshMarket Office Supplies #600,Office Supplies,FreshMarket,19.35,3.8,279,477,10,0,1.05
P0601,FitGear Health #601,Health,FitGear,67.1,4.0,331,894,50,0,0.55
P0602,TechPro Food & Grocery #602,Food & Grocery,TechPro,17.39,1.8,367,922,0,0,0.77
P0603,DigiTools Office Supplies #603,Office Supplies,DigiTools,16.33,4.0,420,101,15,0,0.6
P0604,TechPro Office Supplies #604,Office Supplies,TechPro,12.26,4.4,171,216,0,0,0.7
P0605,UrbanStyle Sports #605,Sports,UrbanStyle,29.01,4.2,54,434,50,0,0.63
P0606,NovaTech Automotive #606,Automotive,NovaTech,191.29,3.8,480,272,50,0,0.69
P0607,PureBrand Electronics #607,Electronics,PureBrand,197.64,2.8,297,57,40,0,0.95
P0608,GlowUp Beauty #608,Beauty,GlowUp,33.14,4.2,82,971,0,0,1.73
P0609,FitGear Clothing #609,Clothing,FitGear,27.37,3.2,466,768,0,0,2.49
P0610,DigiTools Sports #610,Sports,DigiTools,50.79,3.7,492,350,0,0,0.53
P0611,PetLife Books #611,Books,PetLife,9.77,3.8,67,872,0,0,0.24
P0612,FitGear Electronics #612,Electronics,FitGear,213.61,4.6,459,932,0,1,2.18
P0613,PureBrand Clothing #613,Clothing,PureBrand,38.11,4.6,303,489,0,0,8.62
P0614,AutoParts Jewelry #614,Jewelry,AutoParts,62.97,4.2,88,133,5,0,1.68
P0615,DigiTools Food & Grocery #615,Food & Grocery,DigiTools,21.84,3.8,108,185,50,0,0.71
P0616,GlowUp Health #616,Health,GlowUp,66.36,4.6,98,826,5,0,1.24
P0617,PlayTime Beauty #617,Beauty,PlayTime,38.44,3.1,213,459,0,0,1.16
P0618,PureBrand Electronics #618,Electronics,PureBrand,81.51,3.5,401,508,0,0,0.96
P0619,TechPro Health #619,Health,TechPro,20.64,5.0,365,131,25,0,0.4
P0620,WorkSmart Toys #620,Toys,WorkSmart,15.05,5.0,219,33,0,0,2.67
P0621,PureBrand Food & Grocery #621,Food & Grocery,PureBrand,30.73,2.4,420,90,0,1,0.45
P0622,PureBrand Clothing #622,Clothing,PureBrand,76.44,3.6,483,702,0,0,2.6
P0623,ShineOn Books #623,Books,ShineOn,29.59,4.5,462,122,0,0,1.71
P0624,StyleMax Office Supplies #624,Office Supplies,StyleMax,13.76,4.1,117,840,0,1,4.1
P0625,UrbanStyle Toys #625,Toys,UrbanStyle,11.61,3.7,401,101,0,0,2.04
P0626,FitGear Automotive #626,Automotive,FitGear,133.0,3.0,87,182,0,0,0.1
P0627,StyleMax Health #627,Health,StyleMax,11.26,3.4,434,892,25,0,0.24
P0628,ShineOn Food & Grocery #628,Food & Grocery,ShineOn,12.5,3.1,149,531,0,0,1.06
P0629,PetLife Food & Grocery #629,Food & Grocery,PetLife,16.23,4.9,45,30,0,1,5.31
P0630,GlowUp Food & Grocery #630,Food & Grocery,GlowUp,6.85,3.2,1,193,0,0,0.67
P0631,NovaTech Toys #631,Toys,NovaTech,53.18,4.1,350,282,0,0,0.25
P0632,ShineOn Automotive #632,Automotive,ShineOn,69.38,4.3,129,268,0,0,2.2
P0633,ShineOn Beauty #633,Beauty,ShineOn,35.32,3.7,348,205,0,0,5.09
P0634,ReadMore Toys #634,Toys,ReadMore,32.63,3.8,172,346,0,0,0.45
P0635,FreshMarket Health #635,Health,FreshMarket,38.48,2.8,43,445,0,0,0.58
P0636,PetLife Music #636,Music,PetLife,13.59,3.5,186,88,10,0,5.1
P0637,GlowUp Health #637,Health,GlowUp,23.33,3.5,168,255,0,0,0.28
P0638,PetLife Office Supplies #638,Office Supplies,PetLife,24.2,3.3,214,983,0,0,0.34
P0639,StyleMax Automotive #639,Automotive,StyleMax,109.48,5.0,176,250,0,0,0.34
P0640,SoundWave Clothing #640,Clothing,SoundWave,73.38,5.0,193,160,0,0,1.18
P0641,TechPro Office Supplies #641,Office Supplies,TechPro,18.57,4.6,323,892,0,0,0.75
P0642,EcoLiving Automotive #642,Automotive,EcoLiving,83.25,5.0,197,81,0,0,0.54
P0643,PlayTime Beauty #643,Beauty,PlayTime,19.3,3.3,271,661,30,0,2.39
P0644,NovaTech Health #644,Health,NovaTech,58.36,3.8,117,61,0,0,2.26
P0645,PetLife Pet Supplies #645,Pet Supplies,PetLife,16.37,3.1,468,296,20,0,4.23
P0646,FreshMarket Software #646,Software,FreshMarket,67.14,4.1,481,679,0,1,1.05
P0647,ClassicCo Music #647,Music,ClassicCo,29.88,3.1,71,321,0,0,2.15
P0648,ShineOn Toys #648,Toys,ShineOn,41.16,3.0,425,620,0,0,0.32
P0649,PureBrand Clothing #649,Clothing,PureBrand,22.78,1.6,296,369,0,0,2.05
P0650,HomeEssentials Home & Garden #650,Home & Garden,HomeEssentials,27.72,4.2,402,343,0,0,2.15
P0651,StyleMax Music #651,Music,StyleMax,11.37,4.7,66,395,0,1,0.45
P0652,PureBrand Sports #652,Sports,PureBrand,29.46,4.7,346,49,0,0,1.82
P0653,GlowUp Books #653,Books,GlowUp,43.12,4.4,429,187,0,0,1.27
P0654,DigiTools Office Supplies #654,Office Supplies,DigiTools,24.07,4.5,176,600,0,0,1.58
P0655,TechPro Home & Garden #655,Home & Garden,TechPro,31.87,3.6,190,349,0,0,2.57
P0656,HomeEssentials Clothing #656,Clothing,HomeEssentials,27.36,2.5,488,968,0,0,1.19
P0657,PlayTime Health #657,Health,PlayTime,76.55,3.1,139,874,0,0,3.18
P0658,UrbanStyle Clothing #658,Clothing,UrbanStyle,85.97,3.8,402,738,0,0,0.33
P0659,SoundWave Toys #659,Toys,SoundWave,12.89,2.1,141,719,10,0,0.42
P0660,StyleMax Automotive #660,Automotive,StyleMax,117.86,4.5,241,798,0,0,0.85
P0661,WorkSmart Software #661,Software,WorkSmart,42.72,4.1,59,38,0,0,0.46
P0662,PlayTime Sports #662,Sports,PlayTime,45.16,4.2,448,205,0,0,1.29
P0663,UrbanStyle Toys #663,Toys,UrbanStyle,12.7,4.5,104,809,0,0,0.71
P0664,StyleMax Food & Grocery #664,Food & Grocery,StyleMax,9.85,2.4,350,920,0,0,0.74
P0665,StyleMax Automotive #665,Automotive,StyleMax,47.66,3.2,192,406,0,0,0.72
P0666,PlayTime Books #666,Books,PlayTime,28.24,2.9,80,534,0,0,1.27
P0667,ShineOn Home & Garden #667,Home & Garden,ShineOn,36.97,3.3,17,724,25,0,0.99
P0668,EcoLiving Health #668,Health,EcoLiving,62.47,3.4,67,444,50,0,1.44
P0669,PureBrand Toys #669,Toys,PureBrand,20.59,2.1,253,393,0,0,0.68
P0670,UrbanStyle Food & Grocery #670,Food & Grocery,UrbanStyle,4.59,4.4,93,993,30,0,0.16
P0671,ReadMore Health #671,Health,ReadMore,25.15,4.9,92,775,0,0,2.09
P0672,FreshMarket Toys #672,Toys,FreshMarket,13.23,3.2,476,932,30,0,0.46
P0673,PureBrand Clothing #673,Clothing,PureBrand,55.87,3.5,275,663,10,0,1.32
P0674,PetLife Beauty #674,Beauty,PetLife,16.25,4.5,33,85,15,0,1.0
P0675,EcoLiving Office Supplies #675,Office Supplies,EcoLiving,15.5,3.7,68,672,0,0,9.12
P0676,DigiTools Automotive #676,Automotive,DigiTools,91.03,4.4,262,375,5,0,0.07
P0677,PlayTime Software #677,Software,PlayTime,26.52,3.0,128,881,0,0,0.52
P0678,AutoParts Sports #678,Sports,AutoParts,96.75,4.5,109,918,0,0,1.45
P0679,WorkSmart Sports #679,Sports,WorkSmart,53.42,4.3,395,825,10,0,0.2
P0680,NovaTech Pet Supplies #680,Pet Supplies,NovaTech,25.2,3.4,233,541,0,0,0.95
P0681,HomeEssentials Automotive #681,Automotive,HomeEssentials,36.33,3.8,497,492,0,0,0.19
P0682,ReadMore Home & Garden #682,Home & Garden,ReadMore,44.6,2.1,336,307,5,1,0.99
P0683,SoundWave Automotive #683,Automotive,SoundWave,67.14,3.8,174,661,0,0,1.03
P0684,ShineOn Jewelry #684,Jewelry,ShineOn,46.84,3.8,404,618,0,0,2.03
P0685,PetLife Jewelry #685,Jewelry,PetLife,133.18,3.7,236,378,0,0,1.31
P0686,WellBeing Office Supplies #686,Office Supplies,WellBeing,19.5,3.1,371,958,0,0,0.38
P0687,ReadMore Home & Garden #687,Home & Garden,ReadMore,37.29,4.9,220,659,10,0,1.05
P0688,FitGear Food & Grocery #688,Food & Grocery,FitGear,9.67,4.8,0,277,0,0,1.37
P0689,WellBeing Health #689,Health,WellBeing,34.07,3.8,179,266,0,0,0.4
P0690,StyleMax Pet Supplies #690,Pet Supplies,StyleMax,64.65,4.3,105,144,0,0,2.63
P0691,PureBrand Office Supplies #691,Office Supplies,PureBrand,23.3,2.3,129,572,0,0,1.75
P0692,PureBrand Home & Garden #692,Home & Garden,PureBrand,38.15,2.9,195,426,0,0,0.2
P0693,PureBrand Office Supplies #693,Office Supplies,PureBrand,13.66,3.4,321,814,5,0,1.02
P0694,SoundWave Clothing #694,Clothing,SoundWave,34.98,3.0,411,94,0,0,0.35
P0695,EcoLiving Automotive #695,Automotive,EcoLiving,101.58,4.8,117,504,0,0,0.14
P0696,FitGear Pet Supplies #696,Pet Supplies,FitGear,28.96,3.3,296,98,0,0,0.56
P0697,HomeEssentials Pet Supplies #697,Pet Supplies,HomeEssentials,30.12,2.8,224,682,0,1,0.68
P0698,SoundWave Food & Grocery #698,Food & Grocery,SoundWave,10.86,5.0,29,565,0,0,8.33
P0699,FreshMarket Health #699,Health,FreshMarket,15.27,5.0,197,287,0,0,0.58
P0700,NovaTech Clothing #700,Clothing,NovaTech,56.02,4.6,359,991,0,1,1.03
P0701,ShineOn Electronics #701,Electronics,ShineOn,128.89,2.4,373,819,0,0,1.34
P0702,FitGear Home & Garden #702,Home & Garden,FitGear,74.59,5.0,384,195,0,0,0.69
P0703,ReadMore Food & Grocery #703,Food & Grocery,ReadMore,6.15,5.0,408,472,0,0,1.3
P0704,FitGear Music #704,Music,FitGear,16.97,2.4,261,688,0,1,0.48
P0705,ClassicCo Health #705,Health,ClassicCo,48.08,2.0,10,396,20,0,0.33
P0706,ClassicCo Food & Grocery #706,Food & Grocery,ClassicCo,30.78,3.4,184,466,0,0,0.55
P0707,SoundWave Electronics #707,Electronics,SoundWave,145.48,4.3,283,30,0,1,0.27
P0708,ShineOn Books #708,Books,ShineOn,29.54,4.9,130,484,0,0,1.79
P0709,GlowUp Sports #709,Sports,GlowUp,79.89,2.5,57,99,0,1,0.91
P0710,GlowUp Clothing #710,Clothing,GlowUp,35.89,5.0,184,840,0,0,0.6
P0711,ClassicCo Clothing #711,Clothing,ClassicCo,43.25,2.5,44,124,0,0,1.74
P0712,AutoParts Food & Grocery #712,Food & Grocery,AutoParts,8.74,4.5,402,63,0,0,0.53
P0713,SoundWave Sports #713,Sports,SoundWave,33.26,3.8,169,485,0,0,0.05
P0714,PureBrand Beauty #714,Beauty,PureBrand,13.9,4.8,298,401,0,1,0.57
P0715,UrbanStyle Pet Supplies #715,Pet Supplies,UrbanStyle,14.6,4.1,35,77,0,0,2.06
P0716,SoundWave Sports #716,Sports,SoundWave,13.49,3.7,235,580,0,0,2.63
P0717,ShineOn Pet Supplies #717,Pet Supplies,ShineOn,25.72,4.3,464,620,10,0,0.28
P0718,DigiTools Music #718,Music,DigiTools,36.95,3.2,125,597,0,0,0.53
P0719,PureBrand Health #719,Health,PureBrand,38.26,3.7,346,156,0,1,1.99
P0720,SoundWave Health #720,Health,SoundWave,34.76,2.7,177,32,40,1,0.22
P0721,ClassicCo Home & Garden #721,Home & Garden,ClassicCo,42.91,4.4,322,622,50,0,0.7
P0722,NovaTech Electronics #722,Electronics,NovaTech,503.13,4.9,491,963,0,0,1.31
P0723,NovaTech Health #723,Health,NovaTech,57.31,4.4,84,512,0,0,3.9
P0724,SoundWave Office Supplies #724,Office Supplies,SoundWave,10.32,4.0,62,744,30,0,0.6
P0725,NovaTech Health #725,Health,NovaTech,97.12,3.8,425,284,30,0,0.23
P0726,AutoParts Automotive #726,Automotive,AutoParts,168.0,5.0,254,80,0,0,0.44
P0727,ShineOn Electronics #727,Electronics,ShineOn,115.78,4.0,130,464,0,1,10.48
P0728,DigiTools Office Supplies #728,Office Supplies,DigiTools,29.01,2.5,288,64,0,0,1.31
P0729,ClassicCo Office Supplies #729,Office Supplies,ClassicCo,17.88,4.3,131,460,0,0,3.24
P0730,ReadMore Automotive #730,Automotive,ReadMore,29.33,3.8,223,328,0,0,0.95
P0731,FreshMarket Food & Grocery #731,Food & Grocery,FreshMarket,7.46,5.0,445,132,0,1,0.43
P0732,EcoLiving Food & Grocery #732,Food & Grocery,EcoLiving,17.24,3.8,178,925,0,0,0.33
P0733,StyleMax Automotive #733,Automotive,StyleMax,107.92,2.9,312,463,0,0,0.6
P0734,WorkSmart Automotive #734,Automotive,WorkSmart,312.37,5.0,460,643,0,0,1.97
P0735,AutoParts Health #735,Health,AutoParts,37.65,4.0,333,641,0,0,0.26
P0736,WorkSmart Sports #736,Sports,WorkSmart,19.87,3.3,199,883,0,0,1.97
P0737,HomeEssentials Electronics #737,Electronics,HomeEssentials,120.15,5.0,486,693,20,0,0.3
P0738,ShineOn Food & Grocery #738,Food & Grocery,ShineOn,9.4,3.8,222,279,15,0,0.71
P0739,FitGear Books #739,Books,FitGear,12.66,3.4,199,892,50,0,0.9
P0740,HomeEssentials Home & Garden #740,Home & Garden,HomeEssentials,49.7,4.6,314,829,0,0,1.75
P0741,PetLife Jewelry #741,Jewelry,PetLife,103.11,4.8,137,722,0,1,0.71
P0742,StyleMax Office Supplies #742,Office Supplies,StyleMax,41.18,4.5,244,154,0,0,1.61
P0743,GlowUp Food & Grocery #743,Food & Grocery,GlowUp,14.23,4.9,133,533,5,0,0.7
P0744,ClassicCo Sports #744,Sports,ClassicCo,18.55,2.3,30,980,10,0,1.41
P0745,TechPro Jewelry #745,Jewelry,TechPro,105.02,4.7,99,299,0,1,0.93
P0746,StyleMax Jewelry #746,Jewelry,StyleMax,35.46,3.9,343,897,0,0,1.16
P0747,GlowUp Books #747,Books,GlowUp,10.47,3.9,418,466,0,1,1.14
P0748,FitGear Food & Grocery #748,Food & Grocery,FitGear,27.8,3.4,100,522,0,0,0.86
P0749,PetLife Software #749,Software,PetLife,17.46,3.5,144,975,0,0,3.06
P0750,FitGear Office Supplies #750,Office Supplies,FitGear,51.38,3.8,77,288,0,0,1.73
P0751,AutoParts Toys #751,Toys,AutoParts,31.32,3.9,58,944,0,0,1.13
P0752,StyleMax Pet Supplies #752,Pet Supplies,StyleMax,28.37,2.0,96,810,0,0,0.55
P0753,PlayTime Food & Grocery #753,Food & Grocery,PlayTime,5.87,4.4,387,737,0,0,10.71
P0754,GlowUp Electronics #754,Electronics,GlowUp,199.82,4.8,380,48,0,0,4.45
P0755,DigiTools Sports #755,Sports,DigiTools,37.35,4.2,481,33,0,0,0.35
P0756,HomeEssentials Jewelry #756,Jewelry,HomeEssentials,55.83,4.5,10,332,0,0,1.75
P0757,GlowUp Pet Supplies #757,Pet Supplies,GlowUp,22.45,4.6,383,64,0,0,3.33
P0758,EcoLiving Jewelry #758,Jewelry,EcoLiving,279.58,4.2,292,337,0,0,1.57
P0759,DigiTools Health #759,Health,DigiTools,49.62,5.0,166,975,10,0,0.95
P0760,PlayTime Beauty #760,Beauty,PlayTime,25.7,3.8,83,790,0,0,0.52
P0761,FitGear Jewelry #761,Jewelry,FitGear,103.76,4.8,86,810,50,1,1.54
P0762,NovaTech Toys #762,Toys,NovaTech,19.29,3.1,254,594,0,0,0.39
P0763,StyleMax Toys #763,Toys,StyleMax,34.05,3.7,393,488,0,1,0.66
P0764,ClassicCo Pet Supplies #764,Pet Supplies,ClassicCo,12.94,4.7,66,396,0,0,0.57
P0765,FreshMarket Jewelry #765,Jewelry,FreshMarket,132.15,3.9,331,400,0,0,1.61
P0766,GlowUp Pet Supplies #766,Pet Supplies,GlowUp,11.14,3.4,79,413,0,0,3.76
P0767,ClassicCo Toys #767,Toys,ClassicCo,20.74,4.1,98,182,0,0,0.59
P0768,NovaTech Health #768,Health,NovaTech,58.34,4.0,13,48,50,0,0.66
P0769,DigiTools Sports #769,Sports,DigiTools,118.74,3.3,473,518,0,0,3.5
P0770,StyleMax Beauty #770,Beauty,StyleMax,9.33,3.5,152,519,50,1,0.56
P0771,DigiTools Software #771,Software,DigiTools,26.47,4.0,296,650,0,0,0.06
P0772,ClassicCo Software #772,Software,ClassicCo,48.35,1.9,75,187,0,1,6.15
P0773,StyleMax Sports #773,Sports,StyleMax,68.97,4.0,295,128,0,0,2.63
P0774,NovaTech Sports #774,Sports,NovaTech,35.47,3.1,349,951,0,0,2.15
P0775,ReadMore Home & Garden #775,Home & Garden,ReadMore,57.03,3.8,198,473,15,0,1.4
P0776,WellBeing Beauty #776,Beauty,WellBeing,29.44,2.8,289,277,0,0,0.89
P0777,SoundWave Office Supplies #777,Office Supplies,SoundWave,18.65,3.5,102,355,0,0,0.15
P0778,PlayTime Jewelry #778,Jewelry,PlayTime,86.19,5.0,220,57,0,0,0.77
P0779,SoundWave Pet Supplies #779,Pet Supplies,SoundWave,24.78,3.0,291,888,20,0,0.76
P0780,FreshMarket Automotive #780,Automotive,FreshMarket,178.37,3.5,43,802,0,0,0.84
P0781,WorkSmart Home & Garden #781,Home & Garden,WorkSmart,53.46,3.7,210,711,25,1,1.71
P0782,StyleMax Home & Garden #782,Home & Garden,StyleMax,111.88,2.3,191,793,40,0,4.34
P0783,NovaTech Jewelry #783,Jewelry,NovaTech,87.15,2.6,81,903,0,0,0.89
P0784,FitGear Pet Supplies #784,Pet Supplies,FitGear,17.44,4.2,45,648,0,0,0.78
P0785,PureBrand Software #785,Software,PureBrand,43.44,3.3,9,357,0,0,4.32
P0786,GlowUp Sports #786,Sports,GlowUp,21.0,5.0,181,95,0,0,0.43
P0787,ReadMore Food & Grocery #787,Food & Grocery,ReadMore,6.91,3.0,442,162,15,0,0.93
P0788,FreshMarket Health #788,Health,FreshMarket,24.12,5.0,359,444,0,0,0.99
P0789,FitGear Software #789,Software,FitGear,53.16,2.6,465,830,50,0,0.43
P0790,EcoLiving Electronics #790,Electronics,EcoLiving,452.95,3.9,255,337,0,1,0.68
P0791,PureBrand Home & Garden #791,Home & Garden,PureBrand,50.01,3.3,50,423,0,0,0.69
P0792,ShineOn Music #792,Music,ShineOn,10.66,4.4,247,946,0,0,2.08
P0793,UrbanStyle Office Supplies #793,Office Supplies,UrbanStyle,30.41,3.3,146,573,5,0,0.72
P0794,ClassicCo Sports #794,Sports,ClassicCo,54.8,3.6,309,886,10,0,0.74
P0795,FitGear Music #795,Music,FitGear,32.14,3.7,362,721,0,0,1.54
P0796,PureBrand Sports #796,Sports,PureBrand,81.28,5.0,472,517,0,0,0.59
P0797,ClassicCo Toys #797,Toys,ClassicCo,33.13,4.9,323,621,0,0,0.39
P0798,NovaTech Music #798,Music,NovaTech,21.5,3.4,300,729,0,0,13.64
P0799,ShineOn Jewelry #799,Jewelry,ShineOn,146.47,3.2,198,802,0,0,0.91
P0800,NovaTech Jewelry #800,Jewelry,NovaTech,141.31,3.3,97,703,0,0,1.21
P0801,PetLife Automotive #801,Automotive,PetLife,128.43,3.1,161,176,5,0,0.74
P0802,DigiTools Pet Supplies #802,Pet Supplies,DigiTools,39.72,4.6,288,248,0,0,0.21
P0803,DigiTools Books #803,Books,DigiTools,14.49,3.2,493,87,0,0,0.57
P0804,ClassicCo Books #804,Books,ClassicCo,10.01,4.8,301,286,0,0,0.32
P0805,FitGear Music #805,Music,FitGear,18.25,4.7,55,337,0,0,1.66
P0806,TechPro Pet Supplies #806,Pet Supplies,TechPro,20.43,3.7,57,126,25,0,1.46
P0807,WorkSmart Beauty #807,Beauty,WorkSmart,18.88,2.6,410,526,0,0,1.72
P0808,UrbanStyle Home & Garden #808,Home & Garden,UrbanStyle,133.37,4.6,420,935,0,0,0.36
P0809,WorkSmart Electronics #809,Electronics,WorkSmart,198.87,3.0,192,755,0,0,0.13
P0810,FreshMarket Office Supplies #810,Office Supplies,FreshMarket,11.83,3.8,149,864,25,0,0.1
P0811,FreshMarket Books #811,Books,FreshMarket,29.3,5.0,6,790,0,0,1.43
P0812,ShineOn Office Supplies #812,Office Supplies,ShineOn,21.18,1.9,401,865,0,0,0.65
P0813,StyleMax Pet Supplies #813,Pet Supplies,StyleMax,41.11,3.6,399,568,0,0,0.27
P0814,UrbanStyle Toys #814,Toys,UrbanStyle,20.79,3.3,324,482,0,0,1.66
P0815,WorkSmart Health #815,Health,WorkSmart,47.12,3.4,487,773,0,0,2.29
P0816,SoundWave Music #816,Music,SoundWave,24.78,2.7,95,597,0,0,0.9
P0817,HomeEssentials Health #817,Health,HomeEssentials,36.88,5.0,414,572,0,0,0.54
P0818,NovaTech Music #818,Music,NovaTech,13.15,3.9,484,848,0,0,0.77
P0819,ShineOn Clothing #819,Clothing,ShineOn,54.98,2.4,310,243,20,0,3.09
P0820,ReadMore Health #820,Health,ReadMore,47.24,4.1,328,71,0,0,2.76
P0821,NovaTech Pet Supplies #821,Pet Supplies,NovaTech,13.71,4.7,372,747,10,0,0.76
P0822,PetLife Health #822,Health,PetLife,117.45,3.9,175,703,0,0,1.1
P0823,DigiTools Automotive #823,Automotive,DigiTools,180.65,5.0,139,596,0,1,50.0
P0824,EcoLiving Automotive #824,Automotive,EcoLiving,86.07,2.3,328,166,0,0,7.95
P0825,WorkSmart Clothing #825,Clothing,WorkSmart,68.94,4.9,138,567,0,0,1.01
P0826,PlayTime Food & Grocery #826,Food & Grocery,PlayTime,11.9,3.6,382,488,25,0,4.02
P0827,AutoParts Toys #827,Toys,AutoParts,18.22,3.1,429,809,0,1,1.41
P0828,UrbanStyle Jewelry #828,Jewelry,UrbanStyle,144.76,4.6,258,249,0,0,4.24
P0829,ShineOn Sports #829,Sports,ShineOn,33.25,4.4,295,38,0,0,0.47
P0830,StyleMax Toys #830,Toys,StyleMax,30.09,5.0,46,676,40,0,2.02
P0831,NovaTech Health #831,Health,NovaTech,25.17,5.0,223,231,0,0,2.68
P0832,WorkSmart Home & Garden #832,Home & Garden,WorkSmart,39.46,3.9,497,357,0,0,0.95
P0833,PureBrand Toys #833,Toys,PureBrand,26.9,2.5,315,685,0,0,0.63
P0834,TechPro Office Supplies #834,Office Supplies,TechPro,33.69,2.3,38,353,0,0,1.21
P0835,DigiTools Health #835,Health,DigiTools,39.89,2.4,190,218,0,0,0.25
P0836,TechPro Music #836,Music,TechPro,18.58,3.4,351,26,0,0,0.65
P0837,WorkSmart Music #837,Music,WorkSmart,7.34,4.0,450,192,0,0,0.56
P0838,EcoLiving Electronics #838,Electronics,EcoLiving,180.95,4.4,365,10,0,0,2.28
P0839,FitGear Toys #839,Toys,FitGear,12.35,4.3,145,951,0,0,1.62
P0840,StyleMax Software #840,Software,StyleMax,51.47,3.3,124,314,5,0,1.85
P0841,ReadMore Music #841,Music,ReadMore,17.95,4.9,80,931,0,0,3.14
P0842,FitGear Automotive #842,Automotive,FitGear,77.71,5.0,350,375,15,0,0.32
P0843,TechPro Beauty #843,Beauty,TechPro,29.54,3.0,90,469,0,0,4.88
P0844,PureBrand Health #844,Health,PureBrand,44.99,3.7,326,121,25,0,2.42
P0845,FreshMarket Sports #845,Sports,FreshMarket,66.37,4.5,462,103,40,0,0.25
P0846,ShineOn Automotive #846,Automotive,ShineOn,94.73,5.0,333,234,15,0,2.11
P0847,StyleMax Home & Garden #847,Home & Garden,StyleMax,97.42,4.5,153,785,40,0,1.71
P0848,ClassicCo Home & Garden #848,Home & Garden,ClassicCo,17.93,3.3,114,952,50,0,1.46
P0849,SoundWave Health #849,Health,SoundWave,21.2,3.0,488,783,0,0,0.38
P0850,WellBeing Office Supplies #850,Office Supplies,WellBeing,24.93,2.9,65,295,5,0,0.96
P0851,HomeEssentials Pet Supplies #851,Pet Supplies,HomeEssentials,25.07,3.6,20,358,0,0,1.89
P0852,WorkSmart Clothing #852,Clothing,WorkSmart,29.25,3.4,254,240,0,0,1.01
P0853,UrbanStyle Clothing #853,Clothing,UrbanStyle,55.96,3.0,24,756,0,0,0.26
P0854,ShineOn Beauty #854,Beauty,ShineOn,43.32,4.4,408,845,50,0,0.68
P0855,PlayTime Music #855,Music,PlayTime,12.33,3.5,410,89,0,0,1.39
P0856,HomeEssentials Home & Garden #856,Home & Garden,HomeEssentials,43.46,4.1,67,141,5,1,0.81
P0857,ClassicCo Beauty #857,Beauty,ClassicCo,13.24,2.8,202,455,0,0,6.41
P0858,NovaTech Health #858,Health,NovaTech,33.3,4.6,467,923,10,0,2.08
P0859,TechPro Automotive #859,Automotive,TechPro,78.2,4.7,351,48,0,0,2.0
P0860,ReadMore Food & Grocery #860,Food & Grocery,ReadMore,7.06,4.7,61,255,50,0,1.17
P0861,HomeEssentials Jewelry #861,Jewelry,HomeEssentials,69.34,3.9,296,881,10,0,0.63
P0862,NovaTech Jewelry #862,Jewelry,NovaTech,87.72,3.8,270,473,5,0,5.37
P0863,EcoLiving Food & Grocery #863,Food & Grocery,EcoLiving,19.0,4.3,343,349,40,0,0.68
P0864,WellBeing Toys #864,Toys,WellBeing,20.63,4.8,443,824,30,0,1.06
P0865,ShineOn Music #865,Music,ShineOn,11.46,3.8,262,169,0,0,0.91
P0866,FreshMarket Automotive #866,Automotive,FreshMarket,167.78,2.7,474,173,0,1,0.25
P0867,HomeEssentials Pet Supplies #867,Pet Supplies,HomeEssentials,35.36,3.4,351,145,0,1,1.54
P0868,ClassicCo Pet Supplies #868,Pet Supplies,ClassicCo,13.05,4.9,27,834,0,1,2.63
P0869,NovaTech Beauty #869,Beauty,NovaTech,42.86,4.4,284,107,0,0,0.56
P0870,FitGear Office Supplies #870,Office Supplies,FitGear,15.38,4.0,200,646,0,0,0.74
P0871,SoundWave Toys #871,Toys,SoundWave,41.74,3.5,201,108,0,0,0.44
P0872,NovaTech Automotive #872,Automotive,NovaTech,64.99,5.0,349,702,10,0,5.97
P0873,WellBeing Automotive #873,Automotive,WellBeing,32.59,3.0,348,473,0,0,1.53
